item_id,order_id,item_name,quantity,order_date,order_time,unit_price,Total_price,item_size,item_category,item_ingredients
8074,65939,Egg McMuffin,5,2023-10-19,18:37:00,6.07,30.35,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8075,24030,Iced Coffee,2,2023-02-20,16:04:00,6.55,13.1,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8076,57121,Apple Pie,4,2023-01-01,09:11:00,6.0,24.0,Medium,Burger,"Apple, Sugar, Pastry"
8077,95765,Sprite,4,2023-04-28,22:02:00,6.92,27.68,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8078,22999,Chicken Nuggets,1,2023-11-15,15:58:00,5.84,5.84,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8079,43546,French Fries,5,2023-03-16,09:44:00,4.04,20.2,Medium,Burger,"Potatoes, Salt"
8080,38397,French Fries,3,2023-08-14,16:03:00,6.71,20.13,Large,Burger,"Potatoes, Salt"
8081,88699,Iced Coffee,1,2023-07-16,14:01:00,5.97,5.97,Large,Burger,"Coffee, Ice, Sugar, Cream"
8082,46436,Quarter Pounder,2,2023-09-22,16:19:00,4.74,9.48,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8083,39592,Sprite,5,2023-03-13,06:32:00,6.55,32.75,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8084,35750,Iced Coffee,3,2023-02-25,23:42:00,4.35,13.05,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8085,13377,Sundae,4,2023-07-30,12:40:00,5.0,20.0,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8086,57101,Cheeseburger,5,2023-01-28,10:22:00,5.85,29.25,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8087,34369,Chicken Nuggets,1,2023-11-30,09:28:00,6.46,6.46,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8088,8426,McChicken,3,2023-06-11,15:39:00,5.65,16.95,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8089,3731,Big Mac,4,2023-12-30,08:04:00,4.28,17.12,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8090,78873,Sprite,2,2023-09-12,16:32:00,5.17,10.34,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8091,5126,Sundae,1,2023-05-16,13:01:00,4.18,4.18,Medium,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8092,25994,Iced Coffee,1,2023-06-20,06:42:00,4.29,4.29,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8093,1184,Quarter Pounder,3,2023-05-17,06:11:00,5.84,17.52,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8094,33932,Smoothie,3,2023-11-30,07:53:00,4.41,13.23,Large,Burger,"Fruit Puree, Yogurt, Ice"
8095,50349,McFlurry,3,2023-08-18,07:31:00,6.57,19.71,Small,Burger,"Ice Cream, Candy"
8096,49203,Sundae,4,2023-05-11,17:10:00,5.66,22.64,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8097,81640,Iced Coffee,5,2023-11-17,09:58:00,4.03,20.15,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8098,58570,Coca Cola,2,2023-06-27,06:29:00,6.05,12.1,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8099,15222,Filet-O-Fish,5,2023-09-23,21:53:00,7.87,39.35,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8100,52551,Big Mac,4,2023-12-11,22:55:00,6.4,25.6,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8101,13641,Big Mac,5,2023-03-13,14:53:00,6.51,32.55,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8102,38693,Coca Cola,1,2023-12-13,15:46:00,5.41,5.41,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8103,60420,Iced Coffee,2,2023-05-17,07:53:00,5.3,10.6,Large,Burger,"Coffee, Ice, Sugar, Cream"
8104,40292,Quarter Pounder,3,2023-07-21,06:31:00,6.72,20.16,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8105,54565,McFlurry,2,2023-06-14,18:26:00,5.26,10.52,Medium,Burger,"Ice Cream, Candy"
8106,38300,Iced Coffee,1,2023-07-27,18:48:00,4.42,4.42,Large,Burger,"Coffee, Ice, Sugar, Cream"
8107,36135,Filet-O-Fish,1,2023-11-09,15:55:00,6.97,6.97,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8108,13213,Apple Pie,3,2023-03-10,06:54:00,4.29,12.87,Large,Burger,"Apple, Sugar, Pastry"
8109,78301,Quarter Pounder,2,2023-06-22,22:48:00,4.88,9.76,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8110,89436,Chicken Nuggets,5,2023-04-02,23:33:00,6.23,31.15,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8111,90486,Sprite,2,2023-06-13,13:06:00,5.57,11.14,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8112,99438,McChicken,1,2023-06-02,14:04:00,5.62,5.62,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8113,40648,Apple Pie,2,2023-11-16,17:19:00,5.43,10.86,Large,Burger,"Apple, Sugar, Pastry"
8114,47158,McFlurry,4,2023-10-05,15:33:00,4.31,17.24,Small,Burger,"Ice Cream, Candy"
8115,57231,Filet-O-Fish,1,2023-12-14,18:44:00,6.89,6.89,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8116,9738,Quarter Pounder,5,2023-08-19,11:09:00,5.26,26.3,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8117,95653,Smoothie,4,2023-09-19,08:17:00,6.43,25.72,Medium,Burger,"Fruit Puree, Yogurt, Ice"
8118,56004,McFlurry,5,2023-10-25,21:22:00,4.25,21.25,Medium,Burger,"Ice Cream, Candy"
8119,78291,McChicken,3,2023-04-11,14:17:00,5.36,16.08,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8120,42368,Big Mac,5,2023-01-30,23:54:00,6.39,31.95,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8121,44765,French Fries,3,2023-01-26,16:19:00,5.44,16.32,Medium,Burger,"Potatoes, Salt"
8122,91368,Apple Pie,1,2023-09-07,13:40:00,6.96,6.96,Medium,Burger,"Apple, Sugar, Pastry"
8123,98423,Cheeseburger,3,2023-10-27,15:09:00,5.77,17.31,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8124,51209,Quarter Pounder,2,2023-03-21,11:13:00,4.3,8.6,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8125,71783,Big Mac,1,2023-05-02,14:13:00,5.77,5.77,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8126,61025,Filet-O-Fish,1,2023-10-13,07:39:00,7.67,7.67,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8127,5793,Sprite,3,2023-02-03,12:58:00,6.98,20.94,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8128,84921,Chicken Nuggets,3,2023-05-21,14:36:00,5.71,17.13,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8129,99987,McFlurry,5,2023-04-29,17:04:00,6.96,34.8,Small,Burger,"Ice Cream, Candy"
8130,87405,McFlurry,1,2023-01-28,12:52:00,4.89,4.89,Small,Burger,"Ice Cream, Candy"
8131,34620,Filet-O-Fish,3,2023-11-21,16:02:00,6.57,19.71,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8132,57503,Iced Coffee,1,2023-08-22,13:19:00,6.77,6.77,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8133,25677,Smoothie,1,2023-02-28,10:29:00,6.33,6.33,Large,Burger,"Fruit Puree, Yogurt, Ice"
8134,90452,Egg McMuffin,5,2023-01-02,17:33:00,4.77,23.85,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8135,8194,Apple Pie,4,2023-03-07,10:33:00,5.13,20.52,Small,Burger,"Apple, Sugar, Pastry"
8136,6539,McChicken,4,2023-11-08,21:43:00,6.07,24.28,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8137,38236,Chicken Nuggets,1,2023-09-30,20:04:00,5.93,5.93,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8138,83890,Iced Coffee,4,2023-12-27,22:09:00,5.22,20.88,Large,Burger,"Coffee, Ice, Sugar, Cream"
8139,31092,Chicken Nuggets,5,2023-06-16,16:35:00,5.96,29.8,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8140,85492,Egg McMuffin,1,2023-05-16,17:01:00,4.12,4.12,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8141,50189,Quarter Pounder,2,2023-03-25,17:32:00,6.12,12.24,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8142,62498,Iced Coffee,3,2023-11-06,18:32:00,4.75,14.25,Small,Burger,"Coffee, Ice, Sugar, Cream"
8143,6429,Cheeseburger,1,2023-12-14,10:06:00,6.1,6.1,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8144,31370,Egg McMuffin,2,2023-10-04,16:58:00,5.88,11.76,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8145,36467,Apple Pie,2,2023-08-24,07:49:00,4.55,9.1,Large,Burger,"Apple, Sugar, Pastry"
8146,13090,Smoothie,1,2023-03-03,21:52:00,6.87,6.87,Large,Burger,"Fruit Puree, Yogurt, Ice"
8147,33453,McChicken,5,2023-09-21,23:24:00,6.22,31.1,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8148,84775,McChicken,5,2023-06-12,18:31:00,5.68,28.4,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8149,7432,Egg McMuffin,2,2023-05-24,09:50:00,5.08,10.16,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8150,72264,Iced Coffee,4,2023-09-07,11:41:00,4.2,16.8,Small,Burger,"Coffee, Ice, Sugar, Cream"
8151,28433,Smoothie,2,2023-01-24,08:16:00,6.71,13.42,Medium,Burger,"Fruit Puree, Yogurt, Ice"
8152,68565,Cheeseburger,5,2023-07-28,07:22:00,4.81,24.05,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8153,90892,McChicken,2,2023-06-10,23:45:00,5.93,11.86,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8154,64456,Chicken Nuggets,3,2023-06-22,06:22:00,6.32,18.96,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8155,49178,Sprite,4,2023-03-13,21:27:00,5.9,23.6,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8156,4923,McChicken,3,2023-05-22,11:53:00,6.21,18.63,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8157,30848,Chicken Nuggets,2,2023-10-05,10:19:00,5.96,11.92,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8158,56256,Egg McMuffin,4,2023-04-30,14:54:00,4.98,19.92,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8159,38021,Egg McMuffin,2,2023-01-13,12:04:00,4.49,8.98,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8160,63630,Coca Cola,1,2023-09-19,17:39:00,5.76,5.76,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8161,44978,Big Mac,3,2023-11-02,20:09:00,6.97,20.91,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8162,37971,Egg McMuffin,5,2023-08-01,15:23:00,5.68,28.4,Small,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8163,84743,Filet-O-Fish,5,2023-10-12,16:34:00,5.7,28.5,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8164,48663,McChicken,3,2023-08-09,18:50:00,5.54,16.62,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8165,35260,Apple Pie,2,2023-06-20,12:15:00,4.39,8.78,Large,Burger,"Apple, Sugar, Pastry"
8166,77171,Coca Cola,4,2023-09-24,20:17:00,4.69,18.76,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8167,6665,Apple Pie,3,2023-08-24,17:25:00,4.62,13.86,Large,Burger,"Apple, Sugar, Pastry"
8168,36338,McFlurry,3,2023-12-15,15:13:00,6.24,18.72,Medium,Burger,"Ice Cream, Candy"
8169,65476,Quarter Pounder,2,2023-11-08,23:11:00,4.23,8.46,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8170,41703,Sprite,1,2023-05-12,12:46:00,5.41,5.41,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8171,6158,Chicken Nuggets,2,2023-02-23,08:12:00,6.13,12.26,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8172,80473,Smoothie,2,2023-06-22,16:44:00,5.42,10.84,Medium,Burger,"Fruit Puree, Yogurt, Ice"
8173,34689,Iced Coffee,2,2023-04-26,09:42:00,5.29,10.58,Large,Burger,"Coffee, Ice, Sugar, Cream"
8174,73748,Smoothie,1,2023-11-30,14:05:00,5.82,5.82,Small,Burger,"Fruit Puree, Yogurt, Ice"
8175,28286,Big Mac,2,2023-03-17,22:29:00,4.42,8.84,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8176,85961,Apple Pie,2,2023-12-15,14:35:00,6.94,13.88,Small,Burger,"Apple, Sugar, Pastry"
8177,81370,Sprite,4,2023-02-03,14:04:00,6.57,26.28,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8178,13444,Apple Pie,5,2023-11-12,21:15:00,6.16,30.8,Large,Burger,"Apple, Sugar, Pastry"
8179,5803,McFlurry,3,2023-03-31,11:31:00,6.4,19.2,Large,Burger,"Ice Cream, Candy"
8180,94931,Sundae,1,2023-04-27,21:23:00,4.63,4.63,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8181,60812,Sprite,3,2023-05-14,08:20:00,4.63,13.89,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8182,91794,Smoothie,5,2023-01-04,16:04:00,6.57,32.85,Large,Burger,"Fruit Puree, Yogurt, Ice"
8183,73392,Big Mac,1,2023-03-07,14:00:00,4.22,4.22,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8184,46707,Egg McMuffin,4,2023-08-06,20:15:00,5.97,23.88,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8185,48278,McFlurry,5,2023-02-20,21:41:00,4.98,24.9,Large,Burger,"Ice Cream, Candy"
8186,83298,Cheeseburger,2,2023-09-11,07:34:00,4.46,8.92,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8187,52820,Sundae,5,2023-04-01,19:28:00,5.71,28.55,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8188,38674,McFlurry,2,2023-07-08,13:07:00,5.0,10.0,Small,Burger,"Ice Cream, Candy"
8189,7960,Sprite,1,2023-10-27,16:41:00,5.57,5.57,Medium,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8190,74440,Sundae,4,2023-04-24,10:31:00,5.47,21.88,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8191,15974,Chicken Nuggets,4,2023-09-28,06:25:00,6.49,25.96,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
8192,74571,Sprite,1,2023-08-08,12:12:00,4.08,4.08,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8193,93825,Filet-O-Fish,1,2023-04-16,22:28:00,7.52,7.52,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8194,42066,Smoothie,3,2023-03-05,11:38:00,4.62,13.86,Medium,Burger,"Fruit Puree, Yogurt, Ice"
8195,88212,Big Mac,4,2023-08-21,23:01:00,4.44,17.76,Medium,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8196,87276,Smoothie,1,2023-05-23,11:12:00,5.16,5.16,Small,Burger,"Fruit Puree, Yogurt, Ice"
8197,70591,Filet-O-Fish,5,2023-03-28,12:59:00,6.4,32.0,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8198,50426,Coca Cola,5,2023-03-05,09:21:00,3.99,19.95,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8199,23452,Quarter Pounder,3,2023-07-01,11:03:00,5.3,15.9,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8200,89398,Chicken Nuggets,4,2023-08-26,06:46:00,5.05,20.2,Large,Chicken,"Chicken, Breadcrumbs, Spices"
8201,47213,Chicken Nuggets,1,2023-11-27,19:41:00,5.56,5.56,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8202,47912,Quarter Pounder,3,2023-06-25,15:53:00,4.9,14.7,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8203,48507,Egg McMuffin,5,2023-10-09,19:24:00,6.02,30.1,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8204,33291,French Fries,3,2023-12-17,16:26:00,4.34,13.02,Small,Burger,"Potatoes, Salt"
8205,54035,Sundae,1,2023-06-03,18:57:00,6.42,6.42,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8206,63070,McChicken,4,2023-11-17,07:26:00,5.46,21.84,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8207,19575,McChicken,4,2023-05-22,11:13:00,5.63,22.52,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8208,86254,McChicken,4,2023-10-17,22:46:00,5.11,20.44,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8209,20081,Apple Pie,1,2023-10-08,18:21:00,6.38,6.38,Large,Burger,"Apple, Sugar, Pastry"
8210,90633,Quarter Pounder,2,2023-04-16,08:33:00,6.23,12.46,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8211,72823,Egg McMuffin,5,2023-08-03,08:26:00,6.24,31.2,Medium,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8212,85061,McChicken,4,2023-02-21,16:12:00,5.91,23.64,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8213,95482,Iced Coffee,4,2023-12-30,17:01:00,5.85,23.4,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8214,21549,Chicken Nuggets,4,2023-07-19,20:45:00,5.79,23.16,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
8215,94606,Egg McMuffin,2,2023-11-08,07:39:00,4.63,9.26,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8216,80181,Big Mac,3,2023-02-23,23:39:00,6.71,20.13,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8217,52000,Coca Cola,1,2023-02-20,19:40:00,6.22,6.22,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8218,58820,Sundae,1,2023-01-03,14:20:00,4.06,4.06,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8219,65561,Coca Cola,2,2023-01-07,21:27:00,4.92,9.84,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8220,75294,Chicken Nuggets,3,2023-06-24,16:07:00,6.04,18.12,Medium,Chicken,"Chicken, Breadcrumbs, Spices"
8221,50769,Big Mac,3,2023-05-26,12:40:00,4.77,14.31,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8222,7782,Quarter Pounder,3,2023-03-09,16:29:00,6.26,18.78,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8223,25810,Sprite,1,2023-06-30,22:00:00,6.08,6.08,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8224,91066,Sundae,2,2023-08-15,13:33:00,6.37,12.74,Small,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8225,35042,Iced Coffee,3,2023-10-28,19:29:00,4.48,13.44,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8226,2692,Coca Cola,2,2023-08-25,21:52:00,4.12,8.24,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8227,83669,Quarter Pounder,2,2023-11-19,19:58:00,6.22,12.44,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8228,16044,Cheeseburger,4,2023-12-26,21:28:00,4.57,18.28,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8229,8846,Chicken Nuggets,5,2023-07-14,14:15:00,5.67,28.35,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8230,99225,Quarter Pounder,2,2023-08-18,06:22:00,5.8,11.6,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8231,63093,Iced Coffee,1,2023-08-29,20:08:00,4.6,4.6,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8232,92305,Coca Cola,2,2023-01-13,06:59:00,4.25,8.5,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8233,78408,Cheeseburger,5,2023-09-12,16:59:00,5.56,27.8,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8234,87465,Smoothie,3,2023-08-09,23:59:00,6.84,20.52,Medium,Burger,"Fruit Puree, Yogurt, Ice"
8235,41953,Big Mac,1,2023-06-12,14:39:00,5.25,5.25,Small,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8236,57087,Quarter Pounder,4,2023-04-26,15:38:00,5.5,22.0,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8237,62505,Smoothie,4,2023-03-21,14:52:00,5.92,23.68,Small,Burger,"Fruit Puree, Yogurt, Ice"
8238,21216,Coca Cola,4,2023-07-16,07:38:00,6.26,25.04,Large,Burger,"Carbonated Water, Sugar, Flavorings"
8239,63004,Quarter Pounder,4,2023-03-27,21:26:00,4.72,18.88,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8240,78137,McFlurry,4,2023-11-19,16:45:00,4.08,16.32,Medium,Burger,"Ice Cream, Candy"
8241,92119,Sprite,1,2023-01-18,06:21:00,4.65,4.65,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8242,62711,McFlurry,2,2023-02-19,17:33:00,6.41,12.82,Large,Burger,"Ice Cream, Candy"
8243,55606,French Fries,2,2023-01-15,15:58:00,4.61,9.22,Medium,Burger,"Potatoes, Salt"
8244,88862,Smoothie,1,2023-12-21,16:32:00,4.47,4.47,Large,Burger,"Fruit Puree, Yogurt, Ice"
8245,21547,Sundae,4,2023-05-03,06:57:00,4.48,17.92,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8246,56605,McChicken,5,2023-07-11,06:38:00,5.48,27.4,Small,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8247,29558,Big Mac,3,2023-08-17,17:49:00,5.78,17.34,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8248,34187,Iced Coffee,3,2023-11-14,12:39:00,5.54,16.62,Medium,Burger,"Coffee, Ice, Sugar, Cream"
8249,31906,Filet-O-Fish,2,2023-06-20,11:59:00,6.7,13.4,Small,Fish,"Fish Patty, Tartar Sauce, Cheese"
8250,27999,McFlurry,2,2023-03-18,19:53:00,4.95,9.9,Large,Burger,"Ice Cream, Candy"
8251,15123,French Fries,4,2023-07-19,15:59:00,5.19,20.76,Medium,Burger,"Potatoes, Salt"
8252,99783,Smoothie,5,2023-03-06,14:55:00,6.65,33.25,Small,Burger,"Fruit Puree, Yogurt, Ice"
8253,38346,Coca Cola,4,2023-09-30,14:29:00,5.36,21.44,Medium,Burger,"Carbonated Water, Sugar, Flavorings"
8254,17648,Sundae,1,2023-01-04,06:05:00,6.77,6.77,Large,Burger,"Ice Cream, Chocolate Syrup, Nuts"
8255,8024,McFlurry,1,2023-04-27,18:46:00,6.84,6.84,Large,Burger,"Ice Cream, Candy"
8256,99549,Iced Coffee,2,2023-06-08,19:11:00,5.97,11.94,Small,Burger,"Coffee, Ice, Sugar, Cream"
8257,55428,Sprite,5,2023-08-24,16:03:00,6.11,30.55,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8258,44033,Cheeseburger,1,2023-11-02,06:41:00,6.45,6.45,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8259,46730,Apple Pie,1,2023-10-26,10:09:00,4.21,4.21,Large,Burger,"Apple, Sugar, Pastry"
8260,90298,Filet-O-Fish,2,2023-05-16,14:54:00,6.89,13.78,Medium,Fish,"Fish Patty, Tartar Sauce, Cheese"
8261,16790,Cheeseburger,2,2023-05-05,21:44:00,6.49,12.98,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8262,94062,Coca Cola,3,2023-07-10,22:23:00,4.55,13.65,Small,Burger,"Carbonated Water, Sugar, Flavorings"
8263,64161,Iced Coffee,3,2023-10-21,22:30:00,5.03,15.09,Small,Burger,"Coffee, Ice, Sugar, Cream"
8264,8104,Sprite,4,2023-02-04,07:02:00,4.63,18.52,Small,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8265,4459,Iced Coffee,4,2023-05-12,17:10:00,6.24,24.96,Small,Burger,"Coffee, Ice, Sugar, Cream"
8266,22331,Cheeseburger,3,2023-04-05,20:59:00,6.92,20.76,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8267,59335,Sprite,4,2023-03-27,12:13:00,6.56,26.24,Large,Burger,"Carbonated Water, Sugar, Lemon-Lime Flavor"
8268,16077,Big Mac,2,2023-05-27,13:03:00,5.59,11.18,Large,Burger,"Beef Patty, Lettuce, Cheese, Pickle, Onion, Special Sauce"
8269,93964,Apple Pie,1,2023-02-12,10:36:00,4.39,4.39,Large,Burger,"Apple, Sugar, Pastry"
8270,18680,Quarter Pounder,2,2023-09-07,21:17:00,5.54,11.08,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8271,86437,French Fries,2,2023-01-12,22:30:00,4.73,9.46,Large,Burger,"Potatoes, Salt"
8272,79474,Iced Coffee,1,2023-04-13,10:48:00,6.79,6.79,Large,Burger,"Coffee, Ice, Sugar, Cream"
8273,94979,McChicken,3,2023-05-09,07:18:00,6.27,18.81,Large,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8274,14831,Apple Pie,3,2023-01-23,22:55:00,4.24,12.72,Large,Burger,"Apple, Sugar, Pastry"
8275,59691,Cheeseburger,2,2023-12-15,22:48:00,4.55,9.1,Medium,Burger,"Beef Patty, Cheese, Ketchup, Pickle"
8276,27775,McChicken,3,2023-09-29,10:24:00,6.14,18.42,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8277,86726,Chicken Nuggets,5,2023-06-21,10:57:00,6.29,31.45,Small,Chicken,"Chicken, Breadcrumbs, Spices"
8278,75829,Quarter Pounder,1,2023-05-06,11:36:00,5.32,5.32,Small,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
8279,80954,Egg McMuffin,4,2023-03-14,19:26:00,6.66,26.64,Large,Burger,"Egg, Canadian Bacon, Cheese, English Muffin"
8280,97719,McChicken,1,2023-06-09,14:30:00,6.08,6.08,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8281,86152,McChicken,2,2023-06-27,21:03:00,5.45,10.9,Medium,Chicken,"Chicken Patty, Lettuce, Mayonnaise"
8282,34258,Quarter Pounder,1,2023-02-21,08:47:00,5.44,5.44,Large,Burger,"Beef Patty, Cheese, Ketchup, Pickle, Onion"
